location_code,sample_type,sample_location,sampling_freq,sampling_date,isotope_name,value,units,graph_value,comment
0101-001,MILK,"ALBANY, EMPIRE STATE PLAZA",QUARTERLY,2010-05-10,TRITIUM (HTO),<60,pCi/L,0,
0101-001,MILK,"ALBANY, EMPIRE STATE PLAZA",QUARTERLY,2010-10-27,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,CESIUM-137,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,CESIUM-137,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,CESIUM-137,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,CESIUM-137,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,CESIUM-137,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,CESIUM-137,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,CESIUM-137,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,CESIUM-137,<1.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,CESIUM-137,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,CESIUM-137,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,CESIUM-137,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,CESIUM-137,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,CESIUM-137,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,CESIUM-137,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,CESIUM-137,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,CESIUM-137,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,CESIUM-137,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,CESIUM-137,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,CESIUM-137,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,CESIUM-137,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,CESIUM-137,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,CESIUM-137,<1.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,CESIUM-137,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,CESIUM-137,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,CESIUM-137,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,CESIUM-137,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,CESIUM-137,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,CESIUM-137,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,CESIUM-137,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,CESIUM-137,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,CESIUM-137,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,GROSS ALPHA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,GROSS ALPHA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,GROSS ALPHA,<1.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,GROSS ALPHA,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,GROSS ALPHA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,GROSS ALPHA,1.6+/-1.5,pCi/L,1.6,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,GROSS ALPHA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,GROSS ALPHA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,GROSS ALPHA,<0.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,GROSS ALPHA,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,GROSS ALPHA,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,GROSS ALPHA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,GROSS ALPHA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,GROSS BETA,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,GROSS BETA,2.1+/-1.7,pCi/L,2.1,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,GROSS BETA,3.1+/-1.6,pCi/L,3.1,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,GROSS BETA,2.9+/-1.6,pCi/L,2.9,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,GROSS BETA,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,GROSS BETA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,GROSS BETA,<1.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,GROSS BETA,<1.3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,GROSS BETA,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,GROSS BETA,<1.2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,GROSS BETA,3+/-1.9,pCi/L,3,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,GROSS BETA,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,GROSS BETA,1.6+/-1.4,pCi/L,1.6,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,GROSS BETA,<1.1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,GROSS BETA,<0.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,GROSS BETA,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,GROSS BETA,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,GROSS BETA,1.9+/-1.6,pCi/L,1.9,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,GROSS BETA,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,GROSS BETA,<1.4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,GROSS BETA,1.5+/-1.3,pCi/L,1.5,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,GROSS BETA,<1,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,GROSS BETA,<0.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,GROSS BETA,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,RUTHENIUM-106,<17,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,RUTHENIUM-106,<18,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,RUTHENIUM-106,<18,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,RUTHENIUM-106,<17,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,RUTHENIUM-106,<13,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,RUTHENIUM-106,<19,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,RUTHENIUM-106,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,RUTHENIUM-106,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,RUTHENIUM-106,<17,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,RUTHENIUM-106,<19,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,RUTHENIUM-106,<20,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,RUTHENIUM-106,<13,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,RUTHENIUM-106,<20,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,RUTHENIUM-106,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,RUTHENIUM-106,<20,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,RUTHENIUM-106,<30,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,RUTHENIUM-106,<15,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,RUTHENIUM-106,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,RUTHENIUM-106,<17,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,RUTHENIUM-106,<18,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,RUTHENIUM-106,<15,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,RUTHENIUM-106,<30,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,RUTHENIUM-106,<15,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,RUTHENIUM-106,<12,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,RUTHENIUM-106,<18,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,RUTHENIUM-106,<14,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,RUTHENIUM-106,<10,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,RUTHENIUM-106,<15,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,RUTHENIUM-106,<13,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,RUTHENIUM-106,<16,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,RUTHENIUM-106,<20,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,RUTHENIUM-106,<17,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,RUTHENIUM-106,<9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,RUTHENIUM-106,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,RUTHENIUM-106,<19,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,RUTHENIUM-106,<10,pCi/L,0,
